NumOfFeatures,fe_name,method,metrics,paras,rt_name,sl_name,training_time
30,BestK3,Ridge,0.4888122650549077,"{'normalize': False, 'fit_intercept': False, 'max_iter': 9999, 'random_state': None, 'tol': 0.001, 'copy_X': True, 'alpha': 1e-05, 'solver': 'lsqr'}",L1Norm,Identity,0.2840001583099365
20,BestK2,LM,0.438652896654796,"{'copy_X': True, 'normalize': False, 'n_jobs': 1, 'fit_intercept': True}",L1Norm,ZScore,0.06599998474121094
20,BestK2,Ridge,0.4379231645437196,"{'normalize': False, 'fit_intercept': True, 'max_iter': 9999, 'random_state': None, 'tol': 0.001, 'copy_X': True, 'alpha': 1.0, 'solver': 'lsqr'}",L1Norm,ZScore,0.19899988174438477
20,BestK2,LM,0.4377851380003235,"{'copy_X': True, 'normalize': False, 'n_jobs': 1, 'fit_intercept': False}",L1Norm,Identity,0.06299996376037598
20,BestK2,LM,0.4363776829220035,"{'copy_X': True, 'normalize': False, 'n_jobs': 1, 'fit_intercept': False}",L1Norm,MinMax,0.0690000057220459
20,BestK2,Ridge,0.4358471373263507,"{'normalize': False, 'fit_intercept': False, 'max_iter': 9999, 'random_state': None, 'tol': 0.001, 'copy_X': True, 'alpha': 1e-05, 'solver': 'lsqr'}",L1Norm,MinMax,0.22900009155273438
20,BestK2,Ridge,0.43288350673600384,"{'normalize': False, 'fit_intercept': False, 'max_iter': 9999, 'random_state': None, 'tol': 0.001, 'copy_X': True, 'alpha': 1e-05, 'solver': 'lsqr'}",L1Norm,Identity,0.18400001525878906
10,BestK1,LM,0.2973711907739841,"{'copy_X': True, 'normalize': False, 'n_jobs': 1, 'fit_intercept': True}",L1Norm,ZScore,0.04499983787536621
10,BestK1,LM,0.2973711907739841,"{'copy_X': True, 'normalize': False, 'n_jobs': 1, 'fit_intercept': True}",L1Norm,Identity,0.03900003433227539
10,BestK1,LM,0.2973711907739838,"{'copy_X': True, 'normalize': False, 'n_jobs': 1, 'fit_intercept': True}",L1Norm,MinMax,0.042999982833862305
10,BestK1,Ridge,0.2964251405590337,"{'normalize': False, 'fit_intercept': True, 'max_iter': 9999, 'random_state': None, 'tol': 0.001, 'copy_X': True, 'alpha': 1e-05, 'solver': 'lsqr'}",L1Norm,Identity,0.10399985313415527
10,BestK1,Ridge,0.2962677375915175,"{'normalize': False, 'fit_intercept': True, 'max_iter': 9999, 'random_state': None, 'tol': 0.001, 'copy_X': True, 'alpha': 0.0031622776601683794, 'solver': 'lsqr'}",L1Norm,MinMax,0.10299992561340332
10,BestK1,Ridge,0.2962523226059681,"{'normalize': False, 'fit_intercept': True, 'max_iter': 9999, 'random_state': None, 'tol': 0.001, 'copy_X': True, 'alpha': 1.0, 'solver': 'lsqr'}",L1Norm,ZScore,0.13300013542175293
2,PCA1,LM,0.25414228860783994,"{'copy_X': True, 'normalize': False, 'n_jobs': 1, 'fit_intercept': True}",ZScore,MinMax,0.023999929428100586
2,PCA1,Ridge,0.2541422885051333,"{'normalize': False, 'fit_intercept': True, 'max_iter': 9999, 'random_state': None, 'tol': 0.001, 'copy_X': True, 'alpha': 1e-05, 'solver': 'lsqr'}",ZScore,MinMax,0.09299993515014648
2,PCA1,LM,0.22980935178080897,"{'copy_X': True, 'normalize': False, 'n_jobs': 1, 'fit_intercept': True}",MinMax,Identity,0.02500009536743164
2,PCA1,Ridge,0.22980935175675865,"{'normalize': False, 'fit_intercept': True, 'max_iter': 9999, 'random_state': None, 'tol': 0.001, 'copy_X': True, 'alpha': 1e-05, 'solver': 'lsqr'}",MinMax,Identity,0.08299994468688965
2,PCA1,LM,0.20113960475110237,"{'copy_X': True, 'normalize': False, 'n_jobs': 1, 'fit_intercept': True}",ZScore,ZScore,0.023999929428100586
2,PCA1,Ridge,0.20113960475021186,"{'normalize': False, 'fit_intercept': True, 'max_iter': 9999, 'random_state': None, 'tol': 0.001, 'copy_X': True, 'alpha': 1e-05, 'solver': 'lsqr'}",ZScore,ZScore,0.10100007057189941
2,PCA1,LM,0.17372423093996503,"{'copy_X': True, 'normalize': False, 'n_jobs': 1, 'fit_intercept': True}",MinMax,MinMax,0.02500009536743164
2,PCA1,Ridge,0.17372423091994393,"{'normalize': False, 'fit_intercept': True, 'max_iter': 9999, 'random_state': None, 'tol': 0.001, 'copy_X': True, 'alpha': 1e-05, 'solver': 'lsqr'}",MinMax,MinMax,0.15700006484985352
2,PCA1,LM,0.14975958972908165,"{'copy_X': True, 'normalize': False, 'n_jobs': 1, 'fit_intercept': True}",MinMax,ZScore,0.020000219345092773
2,PCA1,Ridge,0.1497595897287468,"{'normalize': False, 'fit_intercept': True, 'max_iter': 9999, 'random_state': None, 'tol': 0.001, 'copy_X': True, 'alpha': 1e-05, 'solver': 'lsqr'}",MinMax,ZScore,0.07299995422363281
2,PCA1,Ridge,0.046492376294253734,"{'normalize': False, 'fit_intercept': True, 'max_iter': 9999, 'random_state': None, 'tol': 0.001, 'copy_X': True, 'alpha': 1.0, 'solver': 'lsqr'}",ZScore,Identity,0.08800005912780762
2,PCA1,LM,0.04649234657158374,"{'copy_X': True, 'normalize': False, 'n_jobs': 1, 'fit_intercept': True}",ZScore,Identity,0.029999971389770508
2,PCA1,LM,0.045366597731455904,"{'copy_X': True, 'normalize': False, 'n_jobs': 1, 'fit_intercept': True}",L1Norm,ZScore,0.023000001907348633
2,PCA1,Ridge,0.04536659773038165,"{'normalize': False, 'fit_intercept': True, 'max_iter': 9999, 'random_state': None, 'tol': 0.001, 'copy_X': True, 'alpha': 1e-05, 'solver': 'lsqr'}",L1Norm,ZScore,0.08699989318847656
2,PCA1,LM,0.029539464538687277,"{'copy_X': True, 'normalize': False, 'n_jobs': 1, 'fit_intercept': True}",L1Norm,MinMax,0.039999961853027344
2,PCA1,Ridge,0.02953090350780818,"{'normalize': False, 'fit_intercept': True, 'max_iter': 9999, 'random_state': None, 'tol': 0.001, 'copy_X': True, 'alpha': 1.0, 'solver': 'lsqr'}",L1Norm,MinMax,0.08599996566772461
2,PCA1,Ridge,0.017155678818129072,"{'normalize': False, 'fit_intercept': True, 'max_iter': 9999, 'random_state': None, 'tol': 0.001, 'copy_X': True, 'alpha': 0.0031622776601683794, 'solver': 'lsqr'}",L1Norm,Identity,0.08699989318847656
2,PCA1,LM,0.01713647454308742,"{'copy_X': True, 'normalize': False, 'n_jobs': 1, 'fit_intercept': True}",L1Norm,Identity,0.023000001907348633
