index,paras,windows,sl_name,fe_name,method,mean_validation_score
1,{'alpha': 0.0031622776601683794},0,Identity,PCA2,Perceptron,0.8974558670820353
2,{'alpha': 0.05623413251903491},0,Identity,PCA2,Perceptron,0.8970015576323987
3,{'alpha': 0.00017782794100389227},0,Identity,PCA2,Perceptron,0.8482606438213914
4,{'alpha': 1.0},0,Identity,PCA2,Perceptron,0.8065290758047767
0,{'max_depth': 7},0,Identity,PCA2,DT,0.987668743509865
1,{'max_depth': 9},0,Identity,PCA2,DT,0.9874091381100727
2,{'max_depth': 5},0,Identity,PCA2,DT,0.9866303219106958
3,{'max_depth': 11},0,Identity,PCA2,DT,0.9862409138110073
4,{'max_depth': 3},0,Identity,PCA2,DT,0.9765057113187954
5,{'max_depth': 1},0,Identity,PCA2,DT,0.9545041536863966
0,{'n_neighbors': 8},0,Identity,PCA3,KNN,0.9888369678089304
1,{'n_neighbors': 20},0,Identity,PCA3,KNN,0.9886422637590861
2,{'n_neighbors': 14},0,Identity,PCA3,KNN,0.98851246105919
3,{'n_neighbors': 26},0,Identity,PCA3,KNN,0.98851246105919
4,{'n_neighbors': 2},0,Identity,PCA3,KNN,0.9840991692627207
0,"{'priors': array([0.78589045, 0.21410955])}",0,Identity,PCA3,NB,0.9659916926272066
1,"{'priors': [0.5, 0.5]}",0,Identity,PCA3,NB,0.9541147455867082
0,{'alpha': 0.05623413251903491},0,Identity,PCA3,Perceptron,0.8968068535825545
1,{'alpha': 0.0031622776601683794},0,Identity,PCA3,Perceptron,0.8945353063343717
2,{'alpha': 1e-05},0,Identity,PCA3,Perceptron,0.8886941848390446
3,{'alpha': 0.00017782794100389227},0,Identity,PCA3,Perceptron,0.8748052959501558
4,{'alpha': 1.0},0,Identity,PCA3,Perceptron,0.8065290758047767
0,{'max_depth': 11},0,Identity,PCA3,DT,0.9885773624091381
1,{'max_depth': 9},0,Identity,PCA3,DT,0.9883177570093458
2,{'max_depth': 7},0,Identity,PCA3,DT,0.9872793354101765
3,{'max_depth': 5},0,Identity,PCA3,DT,0.9865654205607477
4,{'max_depth': 3},0,Identity,PCA3,DT,0.9752725856697819
5,{'max_depth': 1},0,Identity,PCA3,DT,0.9545041536863966
0,{'n_neighbors': 8},1,MinMax,Identity,KNN,0.9910436137071651
1,{'n_neighbors': 14},1,MinMax,Identity,KNN,0.9906542056074766
2,{'n_neighbors': 20},1,MinMax,Identity,KNN,0.9900051921079959
3,{'n_neighbors': 26},1,MinMax,Identity,KNN,0.9899402907580478
4,{'n_neighbors': 2},1,MinMax,Identity,KNN,0.9872793354101765
0,"{'priors': array([0.78589045, 0.21410955])}",1,MinMax,Identity,NB,0.954763759086189
1,"{'priors': [0.5, 0.5]}",1,MinMax,Identity,NB,0.9493120456905504
0,{'alpha': 1e-05},1,MinMax,Identity,Perceptron,0.9871495327102804
1,{'alpha': 0.00017782794100389227},1,MinMax,Identity,Perceptron,0.960539979231568
2,{'alpha': 0.0031622776601683794},1,MinMax,Identity,Perceptron,0.8885643821391485
3,{'alpha': 1.0},1,MinMax,Identity,Perceptron,0.6715342679127726
4,{'alpha': 0.05623413251903491},1,MinMax,Identity,Perceptron,0.6715342679127726
0,{'max_depth': 9},1,MinMax,Identity,DT,0.9896157840083074
1,{'max_depth': 7},1,MinMax,Identity,DT,0.9894859813084113
2,{'max_depth': 11},1,MinMax,Identity,DT,0.9890965732087228
3,{'max_depth': 5},1,MinMax,Identity,DT,0.9890316718587746
4,{'max_depth': 3},1,MinMax,Identity,DT,0.9885773624091381
5,{'max_depth': 1},1,MinMax,Identity,DT,0.9881230529595015
0,{'n_neighbors': 8},1,MinMax,BestK1,KNN,0.990978712357217
1,{'n_neighbors': 2},1,MinMax,BestK1,KNN,0.9907840083073728
2,{'n_neighbors': 14},1,MinMax,BestK1,KNN,0.989291277258567
3,{'n_neighbors': 20},1,MinMax,BestK1,KNN,0.9886422637590861
4,{'n_neighbors': 26},1,MinMax,BestK1,KNN,0.9877336448598131
0,"{'priors': array([0.78589045, 0.21410955])}",1,MinMax,BestK1,NB,0.9565809968847352
1,"{'priors': [0.5, 0.5]}",1,MinMax,BestK1,NB,0.9526869158878505
0,{'alpha': 1e-05},1,MinMax,BestK1,Perceptron,0.983515057113188
1,{'alpha': 0.0031622776601683794},1,MinMax,BestK1,Perceptron,0.9305555555555556
2,{'alpha': 0.00017782794100389227},1,MinMax,BestK1,Perceptron,0.927570093457944
3,{'alpha': 0.05623413251903491},1,MinMax,BestK1,Perceptron,0.6756879543094496
4,{'alpha': 1.0},1,MinMax,BestK1,Perceptron,0.6715342679127726
0,{'max_depth': 9},1,MinMax,BestK1,DT,0.9905893042575286
1,{'max_depth': 7},1,MinMax,BestK1,DT,0.9905244029075805
2,{'max_depth': 11},1,MinMax,BestK1,DT,0.9894859813084113
3,{'max_depth': 3},1,MinMax,BestK1,DT,0.9884475597092419
4,{'max_depth': 1},1,MinMax,BestK1,DT,0.9881230529595015
5,{'max_depth': 5},1,MinMax,BestK1,DT,0.9878634475597092
0,{'n_neighbors': 8},1,MinMax,BestK3,KNN,0.9911734164070612
1,{'n_neighbors': 14},1,MinMax,BestK3,KNN,0.9908489096573209
2,{'n_neighbors': 20},1,MinMax,BestK3,KNN,0.990070093457944
3,{'n_neighbors': 26},1,MinMax,BestK3,KNN,0.9895508826583593
4,{'n_neighbors': 2},1,MinMax,BestK3,KNN,0.9868899273104881
0,"{'priors': array([0.78589045, 0.21410955])}",1,MinMax,BestK3,NB,0.9542445482866043
1,"{'priors': [0.5, 0.5]}",1,MinMax,BestK3,NB,0.9494418483904465
0,{'alpha': 1e-05},1,MinMax,BestK3,Perceptron,0.9643042575285566
1,{'alpha': 0.00017782794100389227},1,MinMax,BestK3,Perceptron,0.9421079958463136
2,{'alpha': 0.0031622776601683794},1,MinMax,BestK3,Perceptron,0.8987538940809969
3,{'alpha': 1.0},1,MinMax,BestK3,Perceptron,0.6715342679127726
4,{'alpha': 0.05623413251903491},1,MinMax,BestK3,Perceptron,0.6715342679127726
0,{'max_depth': 9},1,MinMax,BestK3,DT,0.990134994807892
1,{'max_depth': 11},1,MinMax,BestK3,DT,0.9894859813084113
2,{'max_depth': 7},1,MinMax,BestK3,DT,0.9890965732087228
3,{'max_depth': 5},1,MinMax,BestK3,DT,0.9889667705088265
4,{'max_depth': 3},1,MinMax,BestK3,DT,0.9886422637590861
5,{'max_depth': 1},1,MinMax,BestK3,DT,0.9881230529595015
0,{'n_neighbors': 8},1,MinMax,BestK2,KNN,0.9908489096573209
1,{'n_neighbors': 14},1,MinMax,BestK2,KNN,0.9903946002076843
2,{'n_neighbors': 20},1,MinMax,BestK2,KNN,0.9898104880581516
3,{'n_neighbors': 26},1,MinMax,BestK2,KNN,0.9893561786085151
4,{'n_neighbors': 2},1,MinMax,BestK2,KNN,0.987668743509865
0,"{'priors': array([0.78589045, 0.21410955])}",1,MinMax,BestK2,NB,0.9562564901349948
1,"{'priors': [0.5, 0.5]}",1,MinMax,BestK2,NB,0.9521677050882659
0,{'alpha': 1e-05},1,MinMax,BestK2,Perceptron,0.98682502596054
1,{'alpha': 0.00017782794100389227},1,MinMax,BestK2,Perceptron,0.9285436137071651
2,{'alpha': 0.0031622776601683794},1,MinMax,BestK2,Perceptron,0.8885643821391485
3,{'alpha': 0.05623413251903491},1,MinMax,BestK2,Perceptron,0.8169781931464174
4,{'alpha': 1.0},1,MinMax,BestK2,Perceptron,0.6715342679127726
0,{'max_depth': 7},1,MinMax,BestK2,DT,0.9899402907580478
1,{'max_depth': 9},1,MinMax,BestK2,DT,0.9898753894080997
2,{'max_depth': 11},1,MinMax,BestK2,DT,0.9897455867082036
3,{'max_depth': 5},1,MinMax,BestK2,DT,0.9889667705088265
4,{'max_depth': 3},1,MinMax,BestK2,DT,0.9883826583592938
5,{'max_depth': 1},1,MinMax,BestK2,DT,0.9881230529595015
0,{'n_neighbors': 2},1,MinMax,PCA1,KNN,0.9719626168224299
1,{'n_neighbors': 8},1,MinMax,PCA1,KNN,0.9692367601246106
2,{'n_neighbors': 14},1,MinMax,PCA1,KNN,0.9639797507788161
3,{'n_neighbors': 20},1,MinMax,PCA1,KNN,0.959696261682243
4,{'n_neighbors': 26},1,MinMax,PCA1,KNN,0.9556723779854621
0,"{'priors': array([0.78589045, 0.21410955])}",1,MinMax,PCA1,NB,0.8951194184839044
1,"{'priors': [0.5, 0.5]}",1,MinMax,PCA1,NB,0.8914200415368639
0,{'alpha': 0.00017782794100389227},1,MinMax,PCA1,Perceptron,0.8764278296988577
1,{'alpha': 1e-05},1,MinMax,PCA1,Perceptron,0.8742211838006231
2,{'alpha': 0.0031622776601683794},1,MinMax,PCA1,Perceptron,0.8540368639667705
3,{'alpha': 1.0},1,MinMax,PCA1,Perceptron,0.767263759086189
4,{'alpha': 0.05623413251903491},1,MinMax,PCA1,Perceptron,0.7532450674974039
0,{'max_depth': 11},1,MinMax,PCA1,DT,0.9607995846313603
1,{'max_depth': 9},1,MinMax,PCA1,DT,0.9511941848390446
2,{'max_depth': 7},1,MinMax,PCA1,DT,0.9413940809968847
3,{'max_depth': 5},1,MinMax,PCA1,DT,0.9271806853582555
4,{'max_depth': 3},1,MinMax,PCA1,DT,0.9143302180685359
5,{'max_depth': 1},1,MinMax,PCA1,DT,0.8911604361370716
0,{'n_neighbors': 8},1,MinMax,PCA2,KNN,0.9919522326064382
1,{'n_neighbors': 2},1,MinMax,PCA2,KNN,0.9913681204569055
2,{'n_neighbors': 14},1,MinMax,PCA2,KNN,0.9902647975077882
3,{'n_neighbors': 20},1,MinMax,PCA2,KNN,0.9896806853582555
4,{'n_neighbors': 26},1,MinMax,PCA2,KNN,0.989226375908619
0,"{'priors': array([0.78589045, 0.21410955])}",1,MinMax,PCA2,NB,0.9478193146417445
1,"{'priors': [0.5, 0.5]}",1,MinMax,PCA2,NB,0.9330218068535826
0,{'alpha': 1e-05},1,MinMax,PCA2,Perceptron,0.9834501557632399
1,{'alpha': 0.00017782794100389227},1,MinMax,PCA2,Perceptron,0.9717030114226376
2,{'alpha': 0.0031622776601683794},1,MinMax,PCA2,Perceptron,0.8788291796469366
3,{'alpha': 1.0},1,MinMax,PCA2,Perceptron,0.772196261682243
4,{'alpha': 0.05623413251903491},1,MinMax,PCA2,Perceptron,0.7598001038421599
0,{'max_depth': 7},1,MinMax,PCA2,DT,0.9866303219106958
1,{'max_depth': 9},1,MinMax,PCA2,DT,0.9865005192107996
2,{'max_depth': 11},1,MinMax,PCA2,DT,0.9863058151609554
3,{'max_depth': 5},1,MinMax,PCA2,DT,0.9820872274143302
4,{'max_depth': 3},1,MinMax,PCA2,DT,0.9722871235721703
5,{'max_depth': 1},1,MinMax,PCA2,DT,0.8911604361370716
0,{'n_neighbors': 8},1,MinMax,PCA3,KNN,0.9910436137071651
1,{'n_neighbors': 14},1,MinMax,PCA3,KNN,0.9906542056074766
2,{'n_neighbors': 20},1,MinMax,PCA3,KNN,0.9900051921079959
3,{'n_neighbors': 26},1,MinMax,PCA3,KNN,0.9899402907580478
4,{'n_neighbors': 2},1,MinMax,PCA3,KNN,0.9872793354101765
0,"{'priors': array([0.78589045, 0.21410955])}",1,MinMax,PCA3,NB,0.9361370716510904
1,"{'priors': [0.5, 0.5]}",1,MinMax,PCA3,NB,0.9256879543094496
0,{'alpha': 1e-05},1,MinMax,PCA3,Perceptron,0.9840991692627207
1,{'alpha': 0.00017782794100389227},1,MinMax,PCA3,Perceptron,0.9737798546209762
2,{'alpha': 0.0031622776601683794},1,MinMax,PCA3,Perceptron,0.8755841121495327
3,{'alpha': 1.0},1,MinMax,PCA3,Perceptron,0.7722611630321911
4,{'alpha': 0.05623413251903491},1,MinMax,PCA3,Perceptron,0.7601246105919003
0,{'max_depth': 9},1,MinMax,PCA3,DT,0.9848130841121495
1,{'max_depth': 11},1,MinMax,PCA3,DT,0.9846183800623053
2,{'max_depth': 7},1,MinMax,PCA3,DT,0.9825415368639667
3,{'max_depth': 5},1,MinMax,PCA3,DT,0.978647455867082
4,{'max_depth': 3},1,MinMax,PCA3,DT,0.9722871235721703
5,{'max_depth': 1},1,MinMax,PCA3,DT,0.8911604361370716
0,{'n_neighbors': 8},1,ZScore,Identity,KNN,0.9875389408099688
1,{'n_neighbors': 14},1,ZScore,Identity,KNN,0.9874740394600208
2,{'n_neighbors': 20},1,ZScore,Identity,KNN,0.9874091381100727
3,{'n_neighbors': 26},1,ZScore,Identity,KNN,0.9872793354101765
4,{'n_neighbors': 2},1,ZScore,Identity,KNN,0.9803997923156802
0,"{'priors': array([0.78589045, 0.21410955])}",1,ZScore,Identity,NB,0.954763759086189
1,"{'priors': [0.5, 0.5]}",1,ZScore,Identity,NB,0.9493120456905504
0,{'alpha': 1e-05},1,ZScore,Identity,Perceptron,0.9704698857736241
1,{'alpha': 0.00017782794100389227},1,ZScore,Identity,Perceptron,0.968717549325026
2,{'alpha': 0.0031622776601683794},1,ZScore,Identity,Perceptron,0.91115005192108
3,{'alpha': 0.05623413251903491},1,ZScore,Identity,Perceptron,0.8683151609553479
4,{'alpha': 1.0},1,ZScore,Identity,Perceptron,0.7850467289719626
0,{'max_depth': 5},1,ZScore,Identity,DT,0.989226375908619
1,{'max_depth': 7},1,ZScore,Identity,DT,0.9890965732087228
2,{'max_depth': 9},1,ZScore,Identity,DT,0.9890965732087228
3,{'max_depth': 11},1,ZScore,Identity,DT,0.9889667705088265
4,{'max_depth': 3},1,ZScore,Identity,DT,0.9885773624091381
5,{'max_depth': 1},1,ZScore,Identity,DT,0.9881230529595015
0,{'n_neighbors': 8},1,ZScore,BestK1,KNN,0.9915628245067497
1,{'n_neighbors': 2},1,ZScore,BestK1,KNN,0.9904595015576324
2,{'n_neighbors': 14},1,ZScore,BestK1,KNN,0.9895508826583593
3,{'n_neighbors': 20},1,ZScore,BestK1,KNN,0.9887720664589823
4,{'n_neighbors': 26},1,ZScore,BestK1,KNN,0.98851246105919
0,"{'priors': array([0.78589045, 0.21410955])}",1,ZScore,BestK1,NB,0.9565809968847352
1,"{'priors': [0.5, 0.5]}",1,ZScore,BestK1,NB,0.9526869158878505
0,{'alpha': 0.00017782794100389227},1,ZScore,BestK1,Perceptron,0.983515057113188
1,{'alpha': 1e-05},1,ZScore,BestK1,Perceptron,0.9820872274143302
2,{'alpha': 0.0031622776601683794},1,ZScore,BestK1,Perceptron,0.9623572170301142
3,{'alpha': 0.05623413251903491},1,ZScore,BestK1,Perceptron,0.9168613707165109
4,{'alpha': 1.0},1,ZScore,BestK1,Perceptron,0.8031542056074766
0,{'max_depth': 7},1,ZScore,BestK1,DT,0.9904595015576324
1,{'max_depth': 9},1,ZScore,BestK1,DT,0.9903946002076843
2,{'max_depth': 11},1,ZScore,BestK1,DT,0.9896157840083074
3,{'max_depth': 3},1,ZScore,BestK1,DT,0.9884475597092419
4,{'max_depth': 1},1,ZScore,BestK1,DT,0.9881230529595015
5,{'max_depth': 5},1,ZScore,BestK1,DT,0.9880581516095535
0,{'n_neighbors': 8},1,ZScore,BestK3,KNN,0.9875389408099688
1,{'n_neighbors': 20},1,ZScore,BestK3,KNN,0.9873442367601246
2,{'n_neighbors': 14},1,ZScore,BestK3,KNN,0.9871495327102804
3,{'n_neighbors': 26},1,ZScore,BestK3,KNN,0.9869548286604362
4,{'n_neighbors': 2},1,ZScore,BestK3,KNN,0.9807242990654206
0,"{'priors': array([0.78589045, 0.21410955])}",1,ZScore,BestK3,NB,0.9542445482866043
1,"{'priors': [0.5, 0.5]}",1,ZScore,BestK3,NB,0.9494418483904465
0,{'alpha': 1e-05},1,ZScore,BestK3,Perceptron,0.972871235721703
1,{'alpha': 0.00017782794100389227},1,ZScore,BestK3,Perceptron,0.9685228452751817
2,{'alpha': 0.0031622776601683794},1,ZScore,BestK3,Perceptron,0.938343717549325
3,{'alpha': 0.05623413251903491},1,ZScore,BestK3,Perceptron,0.8485851505711319
4,{'alpha': 1.0},1,ZScore,BestK3,Perceptron,0.7908229491173416
0,{'max_depth': 9},1,ZScore,BestK3,DT,0.9899402907580478
1,{'max_depth': 11},1,ZScore,BestK3,DT,0.9895508826583593
2,{'max_depth': 7},1,ZScore,BestK3,DT,0.9893561786085151
3,{'max_depth': 5},1,ZScore,BestK3,DT,0.9890965732087228
4,{'max_depth': 3},1,ZScore,BestK3,DT,0.9886422637590861
5,{'max_depth': 1},1,ZScore,BestK3,DT,0.9881230529595015
0,{'n_neighbors': 8},1,ZScore,BestK2,KNN,0.989226375908619
1,{'n_neighbors': 26},1,ZScore,BestK2,KNN,0.9887720664589823
2,{'n_neighbors': 14},1,ZScore,BestK2,KNN,0.9887071651090342
3,{'n_neighbors': 20},1,ZScore,BestK2,KNN,0.9885773624091381
4,{'n_neighbors': 2},1,ZScore,BestK2,KNN,0.9831256490134995
0,"{'priors': array([0.78589045, 0.21410955])}",1,ZScore,BestK2,NB,0.9562564901349948
1,"{'priors': [0.5, 0.5]}",1,ZScore,BestK2,NB,0.9521677050882659
0,{'alpha': 1e-05},1,ZScore,BestK2,Perceptron,0.9659267912772586
1,{'alpha': 0.00017782794100389227},1,ZScore,BestK2,Perceptron,0.964628764278297
2,{'alpha': 0.0031622776601683794},1,ZScore,BestK2,Perceptron,0.9644340602284528
3,{'alpha': 0.05623413251903491},1,ZScore,BestK2,Perceptron,0.9034916926272066
4,{'alpha': 1.0},1,ZScore,BestK2,Perceptron,0.7938084112149533
0,{'max_depth': 7},1,ZScore,BestK2,DT,0.990070093457944
1,{'max_depth': 9},1,ZScore,BestK2,DT,0.9899402907580478
2,{'max_depth': 11},1,ZScore,BestK2,DT,0.9898753894080997
3,{'max_depth': 5},1,ZScore,BestK2,DT,0.9889667705088265
4,{'max_depth': 3},1,ZScore,BestK2,DT,0.9883826583592938
5,{'max_depth': 1},1,ZScore,BestK2,DT,0.9881230529595015
0,{'n_neighbors': 14},1,ZScore,PCA1,KNN,0.9125778816199377
1,{'n_neighbors': 20},1,ZScore,PCA1,KNN,0.9116043613707165
2,{'n_neighbors': 26},1,ZScore,PCA1,KNN,0.9112798546209762
3,{'n_neighbors': 8},1,ZScore,PCA1,KNN,0.9082943925233645
4,{'n_neighbors': 2},1,ZScore,PCA1,KNN,0.8912902388369678
0,"{'priors': array([0.78589045, 0.21410955])}",1,ZScore,PCA1,NB,0.9011552440290758
1,"{'priors': [0.5, 0.5]}",1,ZScore,PCA1,NB,0.8876557632398754
0,{'alpha': 1e-05},1,ZScore,PCA1,Perceptron,0.8812954309449637
1,{'alpha': 0.00017782794100389227},1,ZScore,PCA1,Perceptron,0.8598130841121495
2,{'alpha': 0.0031622776601683794},1,ZScore,PCA1,Perceptron,0.851960020768432
3,{'alpha': 0.05623413251903491},1,ZScore,PCA1,Perceptron,0.8448208722741433
4,{'alpha': 1.0},1,ZScore,PCA1,Perceptron,0.782840083073728
0,{'max_depth': 5},1,ZScore,PCA1,DT,0.9094626168224299
1,{'max_depth': 3},1,ZScore,PCA1,DT,0.9056983385254413
2,{'max_depth': 7},1,ZScore,PCA1,DT,0.9045301142263759
3,{'max_depth': 9},1,ZScore,PCA1,DT,0.9040109034267912
4,{'max_depth': 1},1,ZScore,PCA1,DT,0.9030373831775701
5,{'max_depth': 11},1,ZScore,PCA1,DT,0.8999870197300104
0,{'n_neighbors': 8},1,ZScore,PCA2,KNN,0.9795560747663551
1,{'n_neighbors': 14},1,ZScore,PCA2,KNN,0.9782580477673936
2,{'n_neighbors': 20},1,ZScore,PCA2,KNN,0.9778686396677051
3,{'n_neighbors': 26},1,ZScore,PCA2,KNN,0.9770249221183801
4,{'n_neighbors': 2},1,ZScore,PCA2,KNN,0.9732606438213914
0,"{'priors': [0.5, 0.5]}",1,ZScore,PCA2,NB,0.918548805815161
1,"{'priors': array([0.78589045, 0.21410955])}",1,ZScore,PCA2,NB,0.9033618899273105
0,{'alpha': 1e-05},1,ZScore,PCA2,Perceptron,0.9251038421599169
1,{'alpha': 0.00017782794100389227},1,ZScore,PCA2,Perceptron,0.9213395638629284
2,{'alpha': 0.0031622776601683794},1,ZScore,PCA2,Perceptron,0.9040109034267912
3,{'alpha': 0.05623413251903491},1,ZScore,PCA2,Perceptron,0.8443665628245067
4,{'alpha': 1.0},1,ZScore,PCA2,Perceptron,0.7864096573208723
0,{'max_depth': 11},1,ZScore,PCA2,DT,0.9742990654205608
1,{'max_depth': 9},1,ZScore,PCA2,DT,0.9732606438213914
2,{'max_depth': 7},1,ZScore,PCA2,DT,0.9698857736240913
3,{'max_depth': 5},1,ZScore,PCA2,DT,0.9685228452751817
4,{'max_depth': 3},1,ZScore,PCA2,DT,0.9493120456905504
5,{'max_depth': 1},1,ZScore,PCA2,DT,0.9030373831775701
0,{'n_neighbors': 8},1,ZScore,PCA3,KNN,0.9875389408099688
1,{'n_neighbors': 14},1,ZScore,PCA3,KNN,0.9874740394600208
2,{'n_neighbors': 20},1,ZScore,PCA3,KNN,0.9874091381100727
3,{'n_neighbors': 26},1,ZScore,PCA3,KNN,0.9872793354101765
4,{'n_neighbors': 2},1,ZScore,PCA3,KNN,0.9803997923156802
0,"{'priors': array([0.78589045, 0.21410955])}",1,ZScore,PCA3,NB,0.9408748701973001
1,"{'priors': [0.5, 0.5]}",1,ZScore,PCA3,NB,0.9395119418483905
0,{'alpha': 1e-05},1,ZScore,PCA3,Perceptron,0.9704698857736241
1,{'alpha': 0.00017782794100389227},1,ZScore,PCA3,Perceptron,0.968717549325026
2,{'alpha': 0.0031622776601683794},1,ZScore,PCA3,Perceptron,0.91115005192108
3,{'alpha': 0.05623413251903491},1,ZScore,PCA3,Perceptron,0.8683151609553479
4,{'alpha': 1.0},1,ZScore,PCA3,Perceptron,0.7850467289719626
0,{'max_depth': 9},1,ZScore,PCA3,DT,0.9872793354101765
1,{'max_depth': 7},1,ZScore,PCA3,DT,0.9867601246105919
2,{'max_depth': 11},1,ZScore,PCA3,DT,0.9861760124610592
3,{'max_depth': 5},1,ZScore,PCA3,DT,0.982736240913811
4,{'max_depth': 3},1,ZScore,PCA3,DT,0.9598260643821391
5,{'max_depth': 1},1,ZScore,PCA3,DT,0.9030373831775701
0,{'n_neighbors': 8},1,Identity,Identity,KNN,0.9890965732087228
1,{'n_neighbors': 14},1,Identity,Identity,KNN,0.9883826583592938
2,{'n_neighbors': 26},1,Identity,Identity,KNN,0.9881879543094496
3,{'n_neighbors': 20},1,Identity,Identity,KNN,0.9881230529595015
4,{'n_neighbors': 2},1,Identity,Identity,KNN,0.9850726895119418
0,"{'priors': array([0.78589045, 0.21410955])}",1,Identity,Identity,NB,0.9550882658359294
1,"{'priors': [0.5, 0.5]}",1,Identity,Identity,NB,0.9504153686396677
0,{'alpha': 1e-05},1,Identity,Identity,Perceptron,0.9659916926272066
1,{'alpha': 0.00017782794100389227},1,Identity,Identity,Perceptron,0.7380581516095535
2,{'alpha': 0.0031622776601683794},1,Identity,Identity,Perceptron,0.7200155763239875
3,{'alpha': 1.0},1,Identity,Identity,Perceptron,0.6715342679127726
4,{'alpha': 0.05623413251903491},1,Identity,Identity,Perceptron,0.6715342679127726
0,{'max_depth': 9},1,Identity,Identity,DT,0.9890965732087228
1,{'max_depth': 5},1,Identity,Identity,DT,0.9890316718587746
2,{'max_depth': 7},1,Identity,Identity,DT,0.9890316718587746
3,{'max_depth': 3},1,Identity,Identity,DT,0.9885773624091381
4,{'max_depth': 11},1,Identity,Identity,DT,0.9884475597092419
5,{'max_depth': 1},1,Identity,Identity,DT,0.9881230529595015
0,{'n_neighbors': 8},1,Identity,BestK1,KNN,0.9889018691588785
1,{'n_neighbors': 20},1,Identity,BestK1,KNN,0.9885773624091381
2,{'n_neighbors': 26},1,Identity,BestK1,KNN,0.98851246105919
3,{'n_neighbors': 14},1,Identity,BestK1,KNN,0.9884475597092419
4,{'n_neighbors': 2},1,Identity,BestK1,KNN,0.9826713395638629
0,"{'priors': array([0.78589045, 0.21410955])}",1,Identity,BestK1,NB,0.9565809968847352
1,"{'priors': [0.5, 0.5]}",1,Identity,BestK1,NB,0.9526869158878505
0,{'alpha': 1e-05},1,Identity,BestK1,Perceptron,0.9419781931464174
1,{'alpha': 0.0031622776601683794},1,Identity,BestK1,Perceptron,0.7370197300103842
2,{'alpha': 0.00017782794100389227},1,Identity,BestK1,Perceptron,0.7196910695742471
3,{'alpha': 1.0},1,Identity,BestK1,Perceptron,0.6715342679127726
4,{'alpha': 0.05623413251903491},1,Identity,BestK1,Perceptron,0.6715342679127726
0,{'max_depth': 9},1,Identity,BestK1,DT,0.9904595015576324
1,{'max_depth': 7},1,Identity,BestK1,DT,0.9903946002076843
2,{'max_depth': 11},1,Identity,BestK1,DT,0.989226375908619
3,{'max_depth': 3},1,Identity,BestK1,DT,0.9884475597092419
4,{'max_depth': 1},1,Identity,BestK1,DT,0.9881230529595015
5,{'max_depth': 5},1,Identity,BestK1,DT,0.9880581516095535
0,{'n_neighbors': 8},1,Identity,BestK3,KNN,0.9887720664589823
1,{'n_neighbors': 14},1,Identity,BestK3,KNN,0.9883177570093458
2,{'n_neighbors': 26},1,Identity,BestK3,KNN,0.9881879543094496
3,{'n_neighbors': 20},1,Identity,BestK3,KNN,0.9881230529595015
4,{'n_neighbors': 2},1,Identity,BestK3,KNN,0.9846832814122534
0,"{'priors': array([0.78589045, 0.21410955])}",1,Identity,BestK3,NB,0.9545041536863966
1,"{'priors': [0.5, 0.5]}",1,Identity,BestK3,NB,0.9500259605399792
0,{'alpha': 1e-05},1,Identity,BestK3,Perceptron,0.9598909657320872
1,{'alpha': 0.00017782794100389227},1,Identity,BestK3,Perceptron,0.7337097611630322
2,{'alpha': 0.0031622776601683794},1,Identity,BestK3,Perceptron,0.7205996884735203
3,{'alpha': 1.0},1,Identity,BestK3,Perceptron,0.6715342679127726
4,{'alpha': 0.05623413251903491},1,Identity,BestK3,Perceptron,0.6715342679127726
0,{'max_depth': 9},1,Identity,BestK3,DT,0.9903946002076843
1,{'max_depth': 11},1,Identity,BestK3,DT,0.9893561786085151
2,{'max_depth': 7},1,Identity,BestK3,DT,0.989291277258567
3,{'max_depth': 5},1,Identity,BestK3,DT,0.9890965732087228
4,{'max_depth': 3},1,Identity,BestK3,DT,0.9886422637590861
5,{'max_depth': 1},1,Identity,BestK3,DT,0.9881230529595015
0,{'n_neighbors': 8},1,Identity,BestK2,KNN,0.9889018691588785
1,{'n_neighbors': 20},1,Identity,BestK2,KNN,0.9885773624091381
2,{'n_neighbors': 26},1,Identity,BestK2,KNN,0.98851246105919
3,{'n_neighbors': 14},1,Identity,BestK2,KNN,0.9884475597092419
4,{'n_neighbors': 2},1,Identity,BestK2,KNN,0.9826713395638629
0,"{'priors': array([0.78589045, 0.21410955])}",1,Identity,BestK2,NB,0.9567107995846313
1,"{'priors': [0.5, 0.5]}",1,Identity,BestK2,NB,0.9524922118380063
0,{'alpha': 1e-05},1,Identity,BestK2,Perceptron,0.9419781931464174
1,{'alpha': 0.0031622776601683794},1,Identity,BestK2,Perceptron,0.7370197300103842
2,{'alpha': 0.00017782794100389227},1,Identity,BestK2,Perceptron,0.7196910695742471
3,{'alpha': 1.0},1,Identity,BestK2,Perceptron,0.6715342679127726
4,{'alpha': 0.05623413251903491},1,Identity,BestK2,Perceptron,0.6715342679127726
0,{'max_depth': 7},1,Identity,BestK2,DT,0.9900051921079959
1,{'max_depth': 11},1,Identity,BestK2,DT,0.9898753894080997
2,{'max_depth': 9},1,Identity,BestK2,DT,0.9894859813084113
3,{'max_depth': 5},1,Identity,BestK2,DT,0.9889018691588785
4,{'max_depth': 3},1,Identity,BestK2,DT,0.9883826583592938
5,{'max_depth': 1},1,Identity,BestK2,DT,0.9881230529595015
0,{'n_neighbors': 8},1,Identity,PCA1,KNN,0.9888369678089304
