index,paras,rt_name,sl_name,fe_name,method,mean_validation_score
1,{'n_neighbors': 14},MinMax,Identity,BestK2,KNN,0.7637037037037037
2,{'n_neighbors': 20},MinMax,Identity,BestK2,KNN,0.7575925925925926
3,{'n_neighbors': 26},MinMax,Identity,BestK2,KNN,0.7538888888888889
4,{'n_neighbors': 2},MinMax,Identity,BestK2,KNN,0.7238888888888889
0,"{'priors': array([0.24888889, 0.21351852, 0.21203704, 0.11462963, 0.10740741,
       0.10351852])}",MinMax,Identity,BestK2,NB,0.6953703703703704
1,"{'priors': [0.167, 0.167, 0.167, 0.167, 0.166, 0.166]}",MinMax,Identity,BestK2,NB,0.6946296296296296
0,{'alpha': 0.0031622776601683794},MinMax,Identity,BestK2,Perceptron,0.5885185185185186
1,{'alpha': 1e-05},MinMax,Identity,BestK2,Perceptron,0.5738888888888889
2,{'alpha': 0.00017782794100389227},MinMax,Identity,BestK2,Perceptron,0.5518518518518518
3,{'alpha': 0.05623413251903491},MinMax,Identity,BestK2,Perceptron,0.26722222222222225
4,{'alpha': 1.0},MinMax,Identity,BestK2,Perceptron,0.22018518518518518
0,{'max_depth': 9},MinMax,Identity,BestK2,DT,0.712037037037037
1,{'max_depth': 11},MinMax,Identity,BestK2,DT,0.7075925925925926
2,{'max_depth': 7},MinMax,Identity,BestK2,DT,0.7037037037037037
3,{'max_depth': 5},MinMax,Identity,BestK2,DT,0.685
4,{'max_depth': 3},MinMax,Identity,BestK2,DT,0.6448148148148148
5,{'max_depth': 1},MinMax,Identity,BestK2,DT,0.4387037037037037
0,{'n_neighbors': 20},MinMax,Identity,PCA1,KNN,0.752962962962963
1,{'n_neighbors': 26},MinMax,Identity,PCA1,KNN,0.7518518518518519
2,{'n_neighbors': 14},MinMax,Identity,PCA1,KNN,0.7464814814814815
3,{'n_neighbors': 8},MinMax,Identity,PCA1,KNN,0.7342592592592593
4,{'n_neighbors': 2},MinMax,Identity,PCA1,KNN,0.6835185185185185
0,"{'priors': [0.167, 0.167, 0.167, 0.167, 0.166, 0.166]}",MinMax,Identity,PCA1,NB,0.7194444444444444
1,"{'priors': array([0.24888889, 0.21351852, 0.21203704, 0.11462963, 0.10740741,
       0.10351852])}",MinMax,Identity,PCA1,NB,0.7168518518518519
0,{'alpha': 1e-05},MinMax,Identity,PCA1,Perceptron,0.6087037037037037
1,{'alpha': 0.0031622776601683794},MinMax,Identity,PCA1,Perceptron,0.6075925925925926
2,{'alpha': 0.00017782794100389227},MinMax,Identity,PCA1,Perceptron,0.5783333333333334
3,{'alpha': 0.05623413251903491},MinMax,Identity,PCA1,Perceptron,0.44222222222222224
4,{'alpha': 1.0},MinMax,Identity,PCA1,Perceptron,0.22018518518518518
0,{'max_depth': 5},MinMax,Identity,PCA1,DT,0.744074074074074
1,{'max_depth': 7},MinMax,Identity,PCA1,DT,0.737037037037037
2,{'max_depth': 3},MinMax,Identity,PCA1,DT,0.7287037037037037
3,{'max_depth': 9},MinMax,Identity,PCA1,DT,0.725
4,{'max_depth': 11},MinMax,Identity,PCA1,DT,0.7037037037037037
5,{'max_depth': 1},MinMax,Identity,PCA1,DT,0.4414814814814815
0,{'n_neighbors': 8},MinMax,Identity,PCA2,KNN,0.8235185185185185
1,{'n_neighbors': 14},MinMax,Identity,PCA2,KNN,0.822962962962963
2,{'n_neighbors': 20},MinMax,Identity,PCA2,KNN,0.8212962962962963
3,{'n_neighbors': 26},MinMax,Identity,PCA2,KNN,0.8181481481481482
4,{'n_neighbors': 2},MinMax,Identity,PCA2,KNN,0.7931481481481482
0,"{'priors': [0.167, 0.167, 0.167, 0.167, 0.166, 0.166]}",MinMax,Identity,PCA2,NB,0.7433333333333333
1,"{'priors': array([0.24888889, 0.21351852, 0.21203704, 0.11462963, 0.10740741,
       0.10351852])}",MinMax,Identity,PCA2,NB,0.7285185185185186
0,{'alpha': 1e-05},MinMax,Identity,PCA2,Perceptron,0.6635185185185185
1,{'alpha': 0.00017782794100389227},MinMax,Identity,PCA2,Perceptron,0.6633333333333333
2,{'alpha': 0.0031622776601683794},MinMax,Identity,PCA2,Perceptron,0.6164814814814815
3,{'alpha': 0.05623413251903491},MinMax,Identity,PCA2,Perceptron,0.42777777777777776
4,{'alpha': 1.0},MinMax,Identity,PCA2,Perceptron,0.22425925925925927
0,{'max_depth': 7},MinMax,Identity,PCA2,DT,0.7774074074074074
1,{'max_depth': 9},MinMax,Identity,PCA2,DT,0.7709259259259259
2,{'max_depth': 11},MinMax,Identity,PCA2,DT,0.7642592592592593
3,{'max_depth': 5},MinMax,Identity,PCA2,DT,0.7637037037037037
4,{'max_depth': 3},MinMax,Identity,PCA2,DT,0.7262962962962963
5,{'max_depth': 1},MinMax,Identity,PCA2,DT,0.4414814814814815
0,{'n_neighbors': 14},MinMax,Identity,PCA3,KNN,0.8137037037037037
1,{'n_neighbors': 20},MinMax,Identity,PCA3,KNN,0.8127777777777778
2,{'n_neighbors': 26},MinMax,Identity,PCA3,KNN,0.81
3,{'n_neighbors': 8},MinMax,Identity,PCA3,KNN,0.8096296296296296
4,{'n_neighbors': 2},MinMax,Identity,PCA3,KNN,0.7718518518518519
0,"{'priors': [0.167, 0.167, 0.167, 0.167, 0.166, 0.166]}",MinMax,Identity,PCA3,NB,0.7542592592592593
1,"{'priors': array([0.24888889, 0.21351852, 0.21203704, 0.11462963, 0.10740741,
       0.10351852])}",MinMax,Identity,PCA3,NB,0.7468518518518519
0,{'alpha': 0.00017782794100389227},MinMax,Identity,PCA3,Perceptron,0.7024074074074074
1,{'alpha': 1e-05},MinMax,Identity,PCA3,Perceptron,0.6866666666666666
2,{'alpha': 0.0031622776601683794},MinMax,Identity,PCA3,Perceptron,0.6222222222222222
3,{'alpha': 0.05623413251903491},MinMax,Identity,PCA3,Perceptron,0.4375925925925926
4,{'alpha': 1.0},MinMax,Identity,PCA3,Perceptron,0.22425925925925927
0,{'max_depth': 7},MinMax,Identity,PCA3,DT,0.7746296296296297
1,{'max_depth': 9},MinMax,Identity,PCA3,DT,0.7633333333333333
2,{'max_depth': 5},MinMax,Identity,PCA3,DT,0.7618518518518519
3,{'max_depth': 11},MinMax,Identity,PCA3,DT,0.7546296296296297
4,{'max_depth': 3},MinMax,Identity,PCA3,DT,0.7262962962962963
5,{'max_depth': 1},MinMax,Identity,PCA3,DT,0.4414814814814815
0,{'n_neighbors': 8},Max,MinMax,Identity,KNN,0.9001851851851852
1,{'n_neighbors': 2},Max,MinMax,Identity,KNN,0.8981481481481481
2,{'n_neighbors': 14},Max,MinMax,Identity,KNN,0.8922222222222222
3,{'n_neighbors': 20},Max,MinMax,Identity,KNN,0.89
4,{'n_neighbors': 26},Max,MinMax,Identity,KNN,0.8853703703703704
0,"{'priors': array([0.24888889, 0.21351852, 0.21203704, 0.11462963, 0.10740741,
       0.10351852])}",Max,MinMax,Identity,NB,0.8018518518518518
1,"{'priors': [0.167, 0.167, 0.167, 0.167, 0.166, 0.166]}",Max,MinMax,Identity,NB,0.8011111111111111
0,{'alpha': 0.00017782794100389227},Max,MinMax,Identity,Perceptron,0.7855555555555556
1,{'alpha': 1e-05},Max,MinMax,Identity,Perceptron,0.7618518518518519
2,{'alpha': 0.0031622776601683794},Max,MinMax,Identity,Perceptron,0.6503703703703704
3,{'alpha': 0.05623413251903491},Max,MinMax,Identity,Perceptron,0.3459259259259259
4,{'alpha': 1.0},Max,MinMax,Identity,Perceptron,0.22018518518518518
0,{'max_depth': 7},Max,MinMax,Identity,DT,0.8587037037037037
1,{'max_depth': 9},Max,MinMax,Identity,DT,0.8585185185185186
2,{'max_depth': 11},Max,MinMax,Identity,DT,0.8538888888888889
3,{'max_depth': 5},Max,MinMax,Identity,DT,0.8198148148148148
4,{'max_depth': 3},Max,MinMax,Identity,DT,0.7755555555555556
5,{'max_depth': 1},Max,MinMax,Identity,DT,0.43333333333333335
0,{'n_neighbors': 8},Max,MinMax,BestK1,KNN,0.6687037037037037
1,{'n_neighbors': 14},Max,MinMax,BestK1,KNN,0.6624074074074074
2,{'n_neighbors': 20},Max,MinMax,BestK1,KNN,0.6525925925925926
3,{'n_neighbors': 26},Max,MinMax,BestK1,KNN,0.6525925925925926
4,{'n_neighbors': 2},Max,MinMax,BestK1,KNN,0.6012962962962963
0,"{'priors': array([0.24888889, 0.21351852, 0.21203704, 0.11462963, 0.10740741,
       0.10351852])}",Max,MinMax,BestK1,NB,0.5516666666666666
1,"{'priors': [0.167, 0.167, 0.167, 0.167, 0.166, 0.166]}",Max,MinMax,BestK1,NB,0.5505555555555556
0,{'alpha': 1e-05},Max,MinMax,BestK1,Perceptron,0.502962962962963
1,{'alpha': 0.00017782794100389227},Max,MinMax,BestK1,Perceptron,0.4822222222222222
2,{'alpha': 0.0031622776601683794},Max,MinMax,BestK1,Perceptron,0.38722222222222225
3,{'alpha': 0.05623413251903491},Max,MinMax,BestK1,Perceptron,0.2872222222222222
4,{'alpha': 1.0},Max,MinMax,BestK1,Perceptron,0.22018518518518518
0,{'max_depth': 7},Max,MinMax,BestK1,DT,0.6703703703703704
1,{'max_depth': 11},Max,MinMax,BestK1,DT,0.6672222222222223
2,{'max_depth': 9},Max,MinMax,BestK1,DT,0.6664814814814815
3,{'max_depth': 5},Max,MinMax,BestK1,DT,0.6453703703703704
4,{'max_depth': 3},Max,MinMax,BestK1,DT,0.5977777777777777
5,{'max_depth': 1},Max,MinMax,BestK1,DT,0.43666666666666665
0,{'n_neighbors': 8},Max,MinMax,BestK3,KNN,0.897962962962963
1,{'n_neighbors': 14},Max,MinMax,BestK3,KNN,0.8905555555555555
2,{'n_neighbors': 2},Max,MinMax,BestK3,KNN,0.8901851851851852
3,{'n_neighbors': 20},Max,MinMax,BestK3,KNN,0.8875925925925926
4,{'n_neighbors': 26},Max,MinMax,BestK3,KNN,0.8835185185185185
0,"{'priors': array([0.24888889, 0.21351852, 0.21203704, 0.11462963, 0.10740741,
       0.10351852])}",Max,MinMax,BestK3,NB,0.7872222222222223
1,"{'priors': [0.167, 0.167, 0.167, 0.167, 0.166, 0.166]}",Max,MinMax,BestK3,NB,0.7862962962962963
0,{'alpha': 1e-05},Max,MinMax,BestK3,Perceptron,0.7572222222222222
1,{'alpha': 0.00017782794100389227},Max,MinMax,BestK3,Perceptron,0.7372222222222222
2,{'alpha': 0.0031622776601683794},Max,MinMax,BestK3,Perceptron,0.6055555555555555
3,{'alpha': 0.05623413251903491},Max,MinMax,BestK3,Perceptron,0.32555555555555554
4,{'alpha': 1.0},Max,MinMax,BestK3,Perceptron,0.22018518518518518
0,{'max_depth': 7},Max,MinMax,BestK3,DT,0.8568518518518519
1,{'max_depth': 9},Max,MinMax,BestK3,DT,0.8561111111111112
2,{'max_depth': 11},Max,MinMax,BestK3,DT,0.8501851851851852
3,{'max_depth': 5},Max,MinMax,BestK3,DT,0.8096296296296296
4,{'max_depth': 3},Max,MinMax,BestK3,DT,0.7588888888888888
5,{'max_depth': 1},Max,MinMax,BestK3,DT,0.4225925925925926
0,{'n_neighbors': 14},Max,MinMax,BestK2,KNN,0.8331481481481482
1,{'n_neighbors': 8},Max,MinMax,BestK2,KNN,0.8327777777777777
2,{'n_neighbors': 20},Max,MinMax,BestK2,KNN,0.8212962962962963
3,{'n_neighbors': 2},Max,MinMax,BestK2,KNN,0.8211111111111111
4,{'n_neighbors': 26},Max,MinMax,BestK2,KNN,0.8125925925925926
0,"{'priors': array([0.24888889, 0.21351852, 0.21203704, 0.11462963, 0.10740741,
       0.10351852])}",Max,MinMax,BestK2,NB,0.6842592592592592
1,"{'priors': [0.167, 0.167, 0.167, 0.167, 0.166, 0.166]}",Max,MinMax,BestK2,NB,0.6812962962962963
0,{'alpha': 1e-05},Max,MinMax,BestK2,Perceptron,0.5662962962962963
1,{'alpha': 0.00017782794100389227},Max,MinMax,BestK2,Perceptron,0.5446296296296296
2,{'alpha': 0.0031622776601683794},Max,MinMax,BestK2,Perceptron,0.48074074074074075
3,{'alpha': 0.05623413251903491},Max,MinMax,BestK2,Perceptron,0.3048148148148148
4,{'alpha': 1.0},Max,MinMax,BestK2,Perceptron,0.22018518518518518
0,{'max_depth': 11},Max,MinMax,BestK2,DT,0.8116666666666666
1,{'max_depth': 9},Max,MinMax,BestK2,DT,0.8087037037037037
2,{'max_depth': 7},Max,MinMax,BestK2,DT,0.7938888888888889
3,{'max_depth': 5},Max,MinMax,BestK2,DT,0.7583333333333333
4,{'max_depth': 3},Max,MinMax,BestK2,DT,0.6531481481481481
5,{'max_depth': 1},Max,MinMax,BestK2,DT,0.43666666666666665
0,{'n_neighbors': 14},Max,MinMax,PCA1,KNN,0.8377777777777777
1,{'n_neighbors': 20},Max,MinMax,PCA1,KNN,0.8375925925925926
2,{'n_neighbors': 8},Max,MinMax,PCA1,KNN,0.8374074074074074
3,{'n_neighbors': 26},Max,MinMax,PCA1,KNN,0.8364814814814815
4,{'n_neighbors': 2},Max,MinMax,PCA1,KNN,0.8035185185185185
0,"{'priors': array([0.24888889, 0.21351852, 0.21203704, 0.11462963, 0.10740741,
       0.10351852])}",Max,MinMax,PCA1,NB,0.7885185185185185
1,"{'priors': [0.167, 0.167, 0.167, 0.167, 0.166, 0.166]}",Max,MinMax,PCA1,NB,0.7792592592592592
0,{'alpha': 1e-05},Max,MinMax,PCA1,Perceptron,0.667962962962963
1,{'alpha': 0.00017782794100389227},Max,MinMax,PCA1,Perceptron,0.6592592592592592
2,{'alpha': 0.0031622776601683794},Max,MinMax,PCA1,Perceptron,0.5994444444444444
3,{'alpha': 0.05623413251903491},Max,MinMax,PCA1,Perceptron,0.4537037037037037
4,{'alpha': 1.0},Max,MinMax,PCA1,Perceptron,0.3296296296296296
0,{'max_depth': 9},Max,MinMax,PCA1,DT,0.8214814814814815
1,{'max_depth': 7},Max,MinMax,PCA1,DT,0.8207407407407408
2,{'max_depth': 11},Max,MinMax,PCA1,DT,0.807037037037037
3,{'max_depth': 5},Max,MinMax,PCA1,DT,0.8062962962962963
4,{'max_depth': 3},Max,MinMax,PCA1,DT,0.7585185185185185
5,{'max_depth': 1},Max,MinMax,PCA1,DT,0.44425925925925924
0,{'n_neighbors': 8},Max,MinMax,PCA2,KNN,0.8957407407407407
1,{'n_neighbors': 14},Max,MinMax,PCA2,KNN,0.8901851851851852
2,{'n_neighbors': 20},Max,MinMax,PCA2,KNN,0.8842592592592593
3,{'n_neighbors': 2},Max,MinMax,PCA2,KNN,0.8820370370370371
4,{'n_neighbors': 26},Max,MinMax,PCA2,KNN,0.8818518518518519
0,"{'priors': array([0.24888889, 0.21351852, 0.21203704, 0.11462963, 0.10740741,
       0.10351852])}",Max,MinMax,PCA2,NB,0.8422222222222222
1,"{'priors': [0.167, 0.167, 0.167, 0.167, 0.166, 0.166]}",Max,MinMax,PCA2,NB,0.8403703703703703
0,{'alpha': 1e-05},Max,MinMax,PCA2,Perceptron,0.762962962962963
1,{'alpha': 0.0031622776601683794},Max,MinMax,PCA2,Perceptron,0.7166666666666667
2,{'alpha': 0.00017782794100389227},Max,MinMax,PCA2,Perceptron,0.6931481481481482
3,{'alpha': 0.05623413251903491},Max,MinMax,PCA2,Perceptron,0.4925925925925926
4,{'alpha': 1.0},Max,MinMax,PCA2,Perceptron,0.3512962962962963
0,{'max_depth': 11},Max,MinMax,PCA2,DT,0.8590740740740741
1,{'max_depth': 9},Max,MinMax,PCA2,DT,0.8574074074074074
2,{'max_depth': 7},Max,MinMax,PCA2,DT,0.8483333333333334
3,{'max_depth': 5},Max,MinMax,PCA2,DT,0.82
4,{'max_depth': 3},Max,MinMax,PCA2,DT,0.7568518518518519
5,{'max_depth': 1},Max,MinMax,PCA2,DT,0.45185185185185184
0,{'n_neighbors': 8},Max,MinMax,PCA3,KNN,0.9001851851851852
1,{'n_neighbors': 2},Max,MinMax,PCA3,KNN,0.8981481481481481
2,{'n_neighbors': 14},Max,MinMax,PCA3,KNN,0.8922222222222222
3,{'n_neighbors': 20},Max,MinMax,PCA3,KNN,0.89
4,{'n_neighbors': 26},Max,MinMax,PCA3,KNN,0.8853703703703704
0,"{'priors': [0.167, 0.167, 0.167, 0.167, 0.166, 0.166]}",Max,MinMax,PCA3,NB,0.842037037037037
1,"{'priors': array([0.24888889, 0.21351852, 0.21203704, 0.11462963, 0.10740741,
       0.10351852])}",Max,MinMax,PCA3,NB,0.8418518518518519
0,{'alpha': 1e-05},Max,MinMax,PCA3,Perceptron,0.7570370370370371
1,{'alpha': 0.00017782794100389227},Max,MinMax,PCA3,Perceptron,0.7440740740740741
2,{'alpha': 0.0031622776601683794},Max,MinMax,PCA3,Perceptron,0.6888888888888889
3,{'alpha': 0.05623413251903491},Max,MinMax,PCA3,Perceptron,0.49018518518518517
4,{'alpha': 1.0},Max,MinMax,PCA3,Perceptron,0.3503703703703704
0,{'max_depth': 11},Max,MinMax,PCA3,DT,0.8522222222222222
1,{'max_depth': 9},Max,MinMax,PCA3,DT,0.8514814814814815
2,{'max_depth': 7},Max,MinMax,PCA3,DT,0.8457407407407408
3,{'max_depth': 5},Max,MinMax,PCA3,DT,0.8185185185185185
4,{'max_depth': 3},Max,MinMax,PCA3,DT,0.7561111111111111
5,{'max_depth': 1},Max,MinMax,PCA3,DT,0.45185185185185184
0,{'n_neighbors': 8},Max,ZScore,Identity,KNN,0.8988888888888888
1,{'n_neighbors': 2},Max,ZScore,Identity,KNN,0.8959259259259259
2,{'n_neighbors': 14},Max,ZScore,Identity,KNN,0.8946296296296297
3,{'n_neighbors': 20},Max,ZScore,Identity,KNN,0.8898148148148148
4,{'n_neighbors': 26},Max,ZScore,Identity,KNN,0.8859259259259259
0,"{'priors': array([0.24888889, 0.21351852, 0.21203704, 0.11462963, 0.10740741,
       0.10351852])}",Max,ZScore,Identity,NB,0.8018518518518518
1,"{'priors': [0.167, 0.167, 0.167, 0.167, 0.166, 0.166]}",Max,ZScore,Identity,NB,0.8011111111111111
0,{'alpha': 1e-05},Max,ZScore,Identity,Perceptron,0.7616666666666667
1,{'alpha': 0.00017782794100389227},Max,ZScore,Identity,Perceptron,0.7572222222222222
2,{'alpha': 0.0031622776601683794},Max,ZScore,Identity,Perceptron,0.7148148148148148
3,{'alpha': 0.05623413251903491},Max,ZScore,Identity,Perceptron,0.6003703703703703
4,{'alpha': 1.0},Max,ZScore,Identity,Perceptron,0.24944444444444444
0,{'max_depth': 9},Max,ZScore,Identity,DT,0.8616666666666667
1,{'max_depth': 7},Max,ZScore,Identity,DT,0.8581481481481481
2,{'max_depth': 11},Max,ZScore,Identity,DT,0.8568518518518519
3,{'max_depth': 5},Max,ZScore,Identity,DT,0.8201851851851852
4,{'max_depth': 3},Max,ZScore,Identity,DT,0.7755555555555556
5,{'max_depth': 1},Max,ZScore,Identity,DT,0.43333333333333335
0,{'n_neighbors': 8},Max,ZScore,BestK1,KNN,0.6737037037037037
1,{'n_neighbors': 14},Max,ZScore,BestK1,KNN,0.6655555555555556
2,{'n_neighbors': 20},Max,ZScore,BestK1,KNN,0.6612962962962963
3,{'n_neighbors': 26},Max,ZScore,BestK1,KNN,0.6581481481481481
4,{'n_neighbors': 2},Max,ZScore,BestK1,KNN,0.6125925925925926
0,"{'priors': array([0.24888889, 0.21351852, 0.21203704, 0.11462963, 0.10740741,
       0.10351852])}",Max,ZScore,BestK1,NB,0.5516666666666666
1,"{'priors': [0.167, 0.167, 0.167, 0.167, 0.166, 0.166]}",Max,ZScore,BestK1,NB,0.5505555555555556
0,{'alpha': 0.00017782794100389227},Max,ZScore,BestK1,Perceptron,0.5162962962962963
1,{'alpha': 0.0031622776601683794},Max,ZScore,BestK1,Perceptron,0.49592592592592594
2,{'alpha': 1e-05},Max,ZScore,BestK1,Perceptron,0.47314814814814815
3,{'alpha': 0.05623413251903491},Max,ZScore,BestK1,Perceptron,0.4096296296296296
4,{'alpha': 1.0},Max,ZScore,BestK1,Perceptron,0.1274074074074074
0,{'max_depth': 7},Max,ZScore,BestK1,DT,0.6705555555555556
1,{'max_depth': 9},Max,ZScore,BestK1,DT,0.6661111111111111
2,{'max_depth': 11},Max,ZScore,BestK1,DT,0.6655555555555556
3,{'max_depth': 5},Max,ZScore,BestK1,DT,0.6453703703703704
4,{'max_depth': 3},Max,ZScore,BestK1,DT,0.5977777777777777
5,{'max_depth': 1},Max,ZScore,BestK1,DT,0.43666666666666665
0,{'n_neighbors': 8},Max,ZScore,BestK3,KNN,0.8951851851851852
1,{'n_neighbors': 2},Max,ZScore,BestK3,KNN,0.8933333333333333
2,{'n_neighbors': 14},Max,ZScore,BestK3,KNN,0.8907407407407407
3,{'n_neighbors': 20},Max,ZScore,BestK3,KNN,0.8861111111111111
4,{'n_neighbors': 26},Max,ZScore,BestK3,KNN,0.8833333333333333
0,"{'priors': array([0.24888889, 0.21351852, 0.21203704, 0.11462963, 0.10740741,
       0.10351852])}",Max,ZScore,BestK3,NB,0.7872222222222223
1,"{'priors': [0.167, 0.167, 0.167, 0.167, 0.166, 0.166]}",Max,ZScore,BestK3,NB,0.7862962962962963
0,{'alpha': 1e-05},Max,ZScore,BestK3,Perceptron,0.7572222222222222
1,{'alpha': 0.00017782794100389227},Max,ZScore,BestK3,Perceptron,0.7398148148148148
2,{'alpha': 0.0031622776601683794},Max,ZScore,BestK3,Perceptron,0.6861111111111111
3,{'alpha': 0.05623413251903491},Max,ZScore,BestK3,Perceptron,0.47685185185185186
4,{'alpha': 1.0},Max,ZScore,BestK3,Perceptron,0.2087037037037037
0,{'max_depth': 7},Max,ZScore,BestK3,DT,0.8562962962962963
1,{'max_depth': 9},Max,ZScore,BestK3,DT,0.8544444444444445
2,{'max_depth': 11},Max,ZScore,BestK3,DT,0.8472222222222222
3,{'max_depth': 5},Max,ZScore,BestK3,DT,0.8081481481481482
4,{'max_depth': 3},Max,ZScore,BestK3,DT,0.7588888888888888
5,{'max_depth': 1},Max,ZScore,BestK3,DT,0.4225925925925926
0,{'n_neighbors': 8},Max,ZScore,BestK2,KNN,0.835925925925926
1,{'n_neighbors': 14},Max,ZScore,BestK2,KNN,0.8251851851851851
2,{'n_neighbors': 2},Max,ZScore,BestK2,KNN,0.8175925925925925
3,{'n_neighbors': 20},Max,ZScore,BestK2,KNN,0.817037037037037
4,{'n_neighbors': 26},Max,ZScore,BestK2,KNN,0.8090740740740741
0,"{'priors': array([0.24888889, 0.21351852, 0.21203704, 0.11462963, 0.10740741,
       0.10351852])}",Max,ZScore,BestK2,NB,0.6842592592592592
1,"{'priors': [0.167, 0.167, 0.167, 0.167, 0.166, 0.166]}",Max,ZScore,BestK2,NB,0.6812962962962963
0,{'alpha': 1e-05},Max,ZScore,BestK2,Perceptron,0.6068518518518519
1,{'alpha': 0.00017782794100389227},Max,ZScore,BestK2,Perceptron,0.5822222222222222
2,{'alpha': 0.0031622776601683794},Max,ZScore,BestK2,Perceptron,0.542037037037037
3,{'alpha': 0.05623413251903491},Max,ZScore,BestK2,Perceptron,0.4653703703703704
4,{'alpha': 1.0},Max,ZScore,BestK2,Perceptron,0.15037037037037038
0,{'max_depth': 11},Max,ZScore,BestK2,DT,0.8105555555555556
1,{'max_depth': 9},Max,ZScore,BestK2,DT,0.8085185185185185
2,{'max_depth': 7},Max,ZScore,BestK2,DT,0.7953703703703704
3,{'max_depth': 5},Max,ZScore,BestK2,DT,0.757962962962963
4,{'max_depth': 3},Max,ZScore,BestK2,DT,0.6535185185185185
5,{'max_depth': 1},Max,ZScore,BestK2,DT,0.43666666666666665
0,{'n_neighbors': 8},Max,ZScore,PCA1,KNN,0.8412962962962963
1,{'n_neighbors': 20},Max,ZScore,PCA1,KNN,0.8385185185185186
2,{'n_neighbors': 26},Max,ZScore,PCA1,KNN,0.8385185185185186
3,{'n_neighbors': 14},Max,ZScore,PCA1,KNN,0.8381481481481482
4,{'n_neighbors': 2},Max,ZScore,PCA1,KNN,0.7994444444444444
0,"{'priors': array([0.24888889, 0.21351852, 0.21203704, 0.11462963, 0.10740741,
       0.10351852])}",Max,ZScore,PCA1,NB,0.8107407407407405
1,"{'priors': [0.167, 0.167, 0.167, 0.167, 0.166, 0.166]}",Max,ZScore,PCA1,NB,0.7983333333333333
0,{'alpha': 1e-05},Max,ZScore,PCA1,Perceptron,0.6431481481481481
1,{'alpha': 0.00017782794100389227},Max,ZScore,PCA1,Perceptron,0.6207407407407407
2,{'alpha': 0.0031622776601683794},Max,ZScore,PCA1,Perceptron,0.5824074074074074
3,{'alpha': 0.05623413251903491},Max,ZScore,PCA1,Perceptron,0.5075925925925926
4,{'alpha': 1.0},Max,ZScore,PCA1,Perceptron,0.23055555555555557
0,{'max_depth': 7},Max,ZScore,PCA1,DT,0.8268518518518518
1,{'max_depth': 9},Max,ZScore,PCA1,DT,0.8235185185185185
2,{'max_depth': 11},Max,ZScore,PCA1,DT,0.8135185185185185
3,{'max_depth': 5},Max,ZScore,PCA1,DT,0.8038888888888889
4,{'max_depth': 3},Max,ZScore,PCA1,DT,0.7761111111111111
5,{'max_depth': 1},Max,ZScore,PCA1,DT,0.4562962962962963
0,{'n_neighbors': 8},Max,ZScore,PCA2,KNN,0.8962962962962963
1,{'n_neighbors': 14},Max,ZScore,PCA2,KNN,0.8909259259259259
2,{'n_neighbors': 26},Max,ZScore,PCA2,KNN,0.8857407407407407
3,{'n_neighbors': 20},Max,ZScore,PCA2,KNN,0.8851851851851852
4,{'n_neighbors': 2},Max,ZScore,PCA2,KNN,0.885
0,"{'priors': array([0.24888889, 0.21351852, 0.21203704, 0.11462963, 0.10740741,
       0.10351852])}",Max,ZScore,PCA2,NB,0.8342592592592593
1,"{'priors': [0.167, 0.167, 0.167, 0.167, 0.166, 0.166]}",Max,ZScore,PCA2,NB,0.8311111111111111
0,{'alpha': 1e-05},Max,ZScore,PCA2,Perceptron,0.7390740740740741
1,{'alpha': 0.00017782794100389227},Max,ZScore,PCA2,Perceptron,0.7327777777777778
2,{'alpha': 0.0031622776601683794},Max,ZScore,PCA2,Perceptron,0.7242592592592593
3,{'alpha': 0.05623413251903491},Max,ZScore,PCA2,Perceptron,0.6022222222222222
4,{'alpha': 1.0},Max,ZScore,PCA2,Perceptron,0.2490740740740741
0,{'max_depth': 11},Max,ZScore,PCA2,DT,0.8640740740740741
1,{'max_depth': 9},Max,ZScore,PCA2,DT,0.8579629629629629
2,{'max_depth': 7},Max,ZScore,PCA2,DT,0.8435185185185186
3,{'max_depth': 5},Max,ZScore,PCA2,DT,0.8094444444444444
4,{'max_depth': 3},Max,ZScore,PCA2,DT,0.7575925925925926
5,{'max_depth': 1},Max,ZScore,PCA2,DT,0.4525925925925926
0,{'n_neighbors': 8},Max,ZScore,PCA3,KNN,0.8988888888888888
1,{'n_neighbors': 2},Max,ZScore,PCA3,KNN,0.8959259259259259
2,{'n_neighbors': 14},Max,ZScore,PCA3,KNN,0.8946296296296297
3,{'n_neighbors': 20},Max,ZScore,PCA3,KNN,0.8898148148148148
4,{'n_neighbors': 26},Max,ZScore,PCA3,KNN,0.8859259259259259
0,"{'priors': array([0.24888889, 0.21351852, 0.21203704, 0.11462963, 0.10740741,
       0.10351852])}",Max,ZScore,PCA3,NB,0.835
1,"{'priors': [0.167, 0.167, 0.167, 0.167, 0.166, 0.166]}",Max,ZScore,PCA3,NB,0.8335185185185185
0,{'alpha': 1e-05},Max,ZScore,PCA3,Perceptron,0.7616666666666667
1,{'alpha': 0.00017782794100389227},Max,ZScore,PCA3,Perceptron,0.7572222222222222
2,{'alpha': 0.0031622776601683794},Max,ZScore,PCA3,Perceptron,0.7148148148148148
3,{'alpha': 0.05623413251903491},Max,ZScore,PCA3,Perceptron,0.6003703703703703
4,{'alpha': 1.0},Max,ZScore,PCA3,Perceptron,0.24944444444444444
0,{'max_depth': 11},Max,ZScore,PCA3,DT,0.8588888888888889
