coef,vars
0.07617313428950882,indices
-0.9430600844254632,IsNormalTime
-0.09229173913267923,Scores
0.02303821018966723,Attempts
0.13019754267218667,Corners
-0.12149765592867343,Offsides
1.82794824531902,Ball_Possession(%)
-2.632835505955354,Pass_Accuracy(%)
-0.005325701741081155,Distance_Covered
-0.0024390382156493657,Ball_Recovered
0.28429165779286203,Yellow_Card
-0.27657454670706816,Red_Card
0.014789824578936898,Team1_Fouls
