coef,vars
0.3329359711419663,indices
-2.987058245292124,IsNormalTime
-0.11914033638584029,Scores
-0.044512319988540286,Attempts
0.30580773989047055,Corners
-0.14236828453734324,Offsides
8.303463536693144,Ball_Possession(%)
-13.576787102122207,Pass_Accuracy(%)
0.032145063919324146,Distance_Covered
0.04947316669051984,Ball_Recovered
0.7116258768466599,Yellow_Card
-0.9970145120604431,Red_Card
0.00035148932631828784,Team1_Fouls
